weapon_name,skin_name,pattern,backside_blue,backside_purple,backside_gold,playside_blue,playside_purple,playside_gold
Flip Knife,Case Hardened,760,14.46,5.19,80.35,80.69,7.58,11.73
Flip Knife,Case Hardened,573,22.56,9.44,67.99,24.09,18.77,57.14
Flip Knife,Case Hardened,878,6.49,4.17,89.34,53.2,6.12,40.68
Flip Knife,Case Hardened,341,39.03,20.0,40.97,32.03,13.06,54.91
Flip Knife,Case Hardened,480,15.2,11.15,73.65,0.06,8.09,91.84
Flip Knife,Case Hardened,738,4.61,3.83,91.55,4.92,7.68,87.4
Flip Knife,Case Hardened,875,27.53,12.17,60.3,30.55,20.5,48.95
Flip Knife,Case Hardened,178,24.04,15.75,60.22,39.53,6.08,54.39
Flip Knife,Case Hardened,227,29.51,3.03,67.46,51.38,9.77,38.84
Flip Knife,Case Hardened,544,0.46,1.02,98.53,9.1,14.55,76.35
Flip Knife,Case Hardened,956,19.55,7.63,72.82,11.17,10.59,78.23
Flip Knife,Case Hardened,826,18.56,16.15,65.3,12.68,14.69,72.63
Flip Knife,Case Hardened,526,41.68,18.63,39.69,68.15,9.53,22.33
Flip Knife,Case Hardened,543,15.23,16.4,68.37,45.54,15.64,38.81
Flip Knife,Case Hardened,458,8.66,15.35,75.99,37.35,15.09,47.56
Flip Knife,Case Hardened,790,15.38,1.55,83.07,40.22,0.77,59.01
Flip Knife,Case Hardened,872,45.79,13.99,40.22,57.7,2.13,40.17
Flip Knife,Case Hardened,814,10.74,4.57,84.69,51.27,12.2,36.53
Flip Knife,Case Hardened,262,94.74,0.58,4.67,20.04,10.76,69.2
Flip Knife,Case Hardened,401,27.81,17.9,54.3,39.32,13.64,47.04
Flip Knife,Case Hardened,101,21.79,9.57,68.64,42.12,11.28,46.6
Flip Knife,Case Hardened,762,24.99,19.8,55.22,29.35,23.14,47.51
Flip Knife,Case Hardened,290,17.56,10.47,71.97,22.53,16.22,61.24
Flip Knife,Case Hardened,532,41.76,16.46,41.78,69.28,7.14,23.58
Flip Knife,Case Hardened,735,20.37,11.29,68.34,28.04,21.06,50.9
Flip Knife,Case Hardened,629,15.61,10.97,73.42,5.04,12.38,82.58
Flip Knife,Case Hardened,589,12.76,15.02,72.23,48.56,13.5,37.94
Flip Knife,Case Hardened,887,29.74,7.37,62.88,62.81,6.94,30.25
Flip Knife,Case Hardened,468,43.09,3.94,52.98,42.67,2.46,54.87
Flip Knife,Case Hardened,695,0.32,0.05,99.63,63.47,4.16,32.37
Flip Knife,Case Hardened,207,15.14,9.73,75.13,45.92,20.56,33.52
Flip Knife,Case Hardened,537,25.29,13.2,61.51,29.33,7.62,63.06
Flip Knife,Case Hardened,396,23.37,15.37,61.27,59.36,11.74,28.9
Flip Knife,Case Hardened,352,30.58,18.58,50.84,41.93,20.34,37.73
Flip Knife,Case Hardened,582,41.85,24.38,33.76,14.85,15.78,69.38
Flip Knife,Case Hardened,519,26.7,8.04,65.26,55.93,17.49,26.58
Flip Knife,Case Hardened,916,94.86,1.57,3.57,1.44,2.17,96.39
Flip Knife,Case Hardened,321,19.24,4.76,76.0,91.98,2.77,5.25
Flip Knife,Case Hardened,252,2.23,2.61,95.16,6.3,2.55,91.15
Flip Knife,Case Hardened,715,9.05,9.85,81.1,58.49,4.17,37.34
Flip Knife,Case Hardened,512,1.35,0.04,98.61,52.75,7.65,39.6
Flip Knife,Case Hardened,577,59.82,5.85,34.34,54.49,2.0,43.51
Flip Knife,Case Hardened,905,22.98,7.57,69.45,67.59,4.25,28.17
Flip Knife,Case Hardened,570,23.76,9.92,66.32,2.19,1.38,96.43
Flip Knife,Case Hardened,316,52.24,3.07,44.69,34.0,14.72,51.28
Flip Knife,Case Hardened,68,9.98,2.22,87.8,37.96,21.5,40.54
Flip Knife,Case Hardened,235,29.92,31.11,38.97,50.82,13.0,36.19
Flip Knife,Case Hardened,338,1.31,1.35,97.33,10.49,8.08,81.43
Flip Knife,Case Hardened,896,0.67,8.12,91.22,20.4,15.12,64.48
Flip Knife,Case Hardened,620,37.21,26.03,36.76,22.27,16.25,61.47
Flip Knife,Case Hardened,287,4.37,6.97,88.66,46.69,15.11,38.2
Flip Knife,Case Hardened,335,54.82,6.59,38.59,7.08,3.57,89.35
Flip Knife,Case Hardened,179,52.81,9.68,37.51,78.24,7.71,14.05
Flip Knife,Case Hardened,934,2.38,2.61,95.01,0.82,4.4,94.78
Flip Knife,Case Hardened,44,0.84,2.67,96.49,26.1,20.81,53.08
Flip Knife,Case Hardened,556,81.38,1.76,16.85,3.93,2.44,93.63
Flip Knife,Case Hardened,315,22.97,13.8,63.23,1.49,0.98,97.52
Flip Knife,Case Hardened,601,34.21,1.77,64.02,9.69,1.43,88.89
Flip Knife,Case Hardened,678,13.49,18.49,68.02,34.41,12.05,53.54
Flip Knife,Case Hardened,879,51.14,3.8,45.06,59.91,8.9,31.19
Flip Knife,Case Hardened,208,0.15,2.92,96.93,25.24,4.66,70.1
Flip Knife,Case Hardened,347,47.75,9.38,42.87,13.49,19.21,67.29
Flip Knife,Case Hardened,209,28.81,8.84,62.34,59.36,7.55,33.09
Flip Knife,Case Hardened,456,56.9,3.02,40.08,57.84,6.77,35.39
Flip Knife,Case Hardened,424,24.17,18.1,57.72,37.77,23.57,38.67
Flip Knife,Case Hardened,51,2.7,7.38,89.91,4.49,5.37,90.14
Flip Knife,Case Hardened,173,20.35,22.48,57.17,51.28,20.02,28.7
Flip Knife,Case Hardened,963,24.87,14.81,60.33,1.47,2.96,95.57
Flip Knife,Case Hardened,705,17.0,17.94,65.07,36.16,24.01,39.83
Flip Knife,Case Hardened,993,28.45,0.85,70.7,40.24,8.17,51.59
Flip Knife,Case Hardened,381,31.58,10.78,57.65,53.66,11.27,35.08
Flip Knife,Case Hardened,224,16.14,2.36,81.5,13.73,0.74,85.54
Flip Knife,Case Hardened,658,10.21,3.27,86.53,26.16,16.49,57.35
Flip Knife,Case Hardened,366,21.1,22.18,56.72,44.02,24.05,31.92
Flip Knife,Case Hardened,103,45.73,10.14,44.13,67.24,5.59,27.16
Flip Knife,Case Hardened,971,4.06,2.52,93.42,22.93,12.69,64.38
Flip Knife,Case Hardened,791,39.25,12.49,48.25,79.86,3.27,16.87
Flip Knife,Case Hardened,757,6.94,8.53,84.53,3.0,4.32,92.68
Flip Knife,Case Hardened,430,14.4,5.86,79.74,62.05,4.97,32.98
Flip Knife,Case Hardened,800,19.99,7.17,72.84,29.33,14.32,56.34
Flip Knife,Case Hardened,450,47.73,18.96,33.31,52.43,4.16,43.41
Flip Knife,Case Hardened,746,5.05,9.11,85.83,23.44,17.17,59.39
Flip Knife,Case Hardened,948,20.94,16.13,62.93,46.63,14.1,39.27
Flip Knife,Case Hardened,679,8.37,14.38,77.26,7.35,8.81,83.84
Flip Knife,Case Hardened,698,88.92,2.19,8.89,39.87,3.06,57.07
Flip Knife,Case Hardened,959,18.35,4.84,76.81,0.37,0.19,99.44
Flip Knife,Case Hardened,632,65.3,5.17,29.53,39.36,7.12,53.51
Flip Knife,Case Hardened,862,36.09,9.71,54.2,54.42,10.06,35.52
Flip Knife,Case Hardened,996,1.56,4.69,93.75,72.33,1.44,26.23
Flip Knife,Case Hardened,280,0.83,0.31,98.86,1.71,2.08,96.21
Flip Knife,Case Hardened,823,56.98,2.7,40.33,70.99,10.67,18.34
Flip Knife,Case Hardened,496,71.49,6.42,22.09,11.2,4.96,83.84
Flip Knife,Case Hardened,1,2.21,1.36,96.43,23.48,24.98,51.54
Flip Knife,Case Hardened,90,1.06,1.65,97.29,15.0,10.95,74.04
Flip Knife,Case Hardened,278,49.75,12.98,37.27,50.53,2.48,46.99
Flip Knife,Case Hardened,955,54.38,12.03,33.59,78.88,7.03,14.1
Flip Knife,Case Hardened,723,28.59,18.13,53.28,35.26,13.53,51.21
Flip Knife,Case Hardened,477,1.99,2.6,95.42,12.68,11.68,75.64
Flip Knife,Case Hardened,31,17.34,9.38,73.28,19.47,16.37,64.16
Flip Knife,Case Hardened,961,45.89,5.72,48.38,49.61,3.36,47.04
Flip Knife,Case Hardened,868,34.62,5.7,59.68,71.59,5.46,22.95
Flip Knife,Case Hardened,798,61.72,3.86,34.42,36.38,5.01,58.61
Flip Knife,Case Hardened,427,9.79,11.4,78.81,8.49,4.27,87.24
Flip Knife,Case Hardened,809,36.73,8.89,54.39,64.95,14.52,20.53
Flip Knife,Case Hardened,291,16.88,19.2,63.92,0.0,0.7,99.3
Flip Knife,Case Hardened,627,16.45,14.32,69.22,49.92,12.58,37.5
Flip Knife,Case Hardened,588,73.74,1.7,24.56,19.22,7.72,73.06
Flip Knife,Case Hardened,2,1.5,2.58,95.91,47.48,2.65,49.87
Flip Knife,Case Hardened,249,12.64,15.4,71.95,35.18,19.1,45.73
Flip Knife,Case Hardened,604,6.6,10.53,82.87,47.14,18.01,34.85
Flip Knife,Case Hardened,979,20.85,15.03,64.12,54.35,18.3,27.35
Flip Knife,Case Hardened,4,19.09,7.04,73.87,49.29,0.74,49.97
Flip Knife,Case Hardened,497,44.83,3.02,52.15,49.09,4.77,46.14
Flip Knife,Case Hardened,149,25.0,15.36,59.64,50.91,10.0,39.09
Flip Knife,Case Hardened,973,39.78,15.3,44.93,5.98,6.46,87.56
Flip Knife,Case Hardened,775,6.34,5.08,88.58,47.14,5.19,47.67
Flip Knife,Case Hardened,978,39.96,11.59,48.45,47.25,10.5,42.26
Flip Knife,Case Hardened,900,7.02,10.95,82.03,16.62,19.11,64.27
Flip Knife,Case Hardened,969,26.45,8.98,64.57,70.52,3.83,25.65
Flip Knife,Case Hardened,891,43.89,6.43,49.68,22.91,2.49,74.59
Flip Knife,Case Hardened,888,23.27,3.03,73.71,58.81,8.02,33.17
Flip Knife,Case Hardened,670,9.72,3.91,86.37,95.86,1.5,2.64
Flip Knife,Case Hardened,501,30.55,13.25,56.2,8.9,20.57,70.53
Flip Knife,Case Hardened,60,36.37,11.52,52.11,31.78,18.42,49.8
Flip Knife,Case Hardened,3,12.04,5.48,82.48,0.56,1.81,97.63
Flip Knife,Case Hardened,983,23.67,20.51,55.82,13.66,17.05,69.29
Flip Knife,Case Hardened,914,28.82,8.34,62.84,24.96,19.15,55.89
Flip Knife,Case Hardened,623,34.32,7.07,58.61,23.22,17.63,59.15
Flip Knife,Case Hardened,100,0.96,0.37,98.67,14.2,9.69,76.11
Flip Knife,Case Hardened,431,2.22,2.16,95.62,26.66,14.86,58.47
Flip Knife,Case Hardened,547,73.59,2.06,24.35,1.78,2.56,95.67
Flip Knife,Case Hardened,882,6.94,8.03,85.03,4.95,7.15,87.9
Flip Knife,Case Hardened,183,43.98,19.47,36.55,0.67,3.17,96.17
Flip Knife,Case Hardened,244,21.27,5.31,73.42,22.57,11.32,66.1
Flip Knife,Case Hardened,555,11.12,5.73,83.15,86.2,4.13,9.67
Flip Knife,Case Hardened,169,55.97,1.22,42.8,61.33,4.66,34.01
Flip Knife,Case Hardened,850,74.04,4.47,21.48,44.48,3.47,52.05
Flip Knife,Case Hardened,328,3.31,8.39,88.3,2.67,2.67,94.67
Flip Knife,Case Hardened,666,19.97,8.77,71.26,3.8,2.48,93.72
Talon Knife,Case Hardened,356,7.96,2.77,89.27,0.16,0.33,99.52
Talon Knife,Case Hardened,126,40.72,8.09,51.19,27.97,14.73,57.29
Talon Knife,Case Hardened,158,0.22,10.27,89.51,0.02,0.2,99.79
Talon Knife,Case Hardened,98,42.17,14.55,43.28,26.16,16.42,57.42
Talon Knife,Case Hardened,501,5.33,19.13,75.54,79.1,7.83,13.07
Talon Knife,Case Hardened,662,12.69,15.9,71.41,55.21,11.66,33.13
Talon Knife,Case Hardened,752,43.52,5.62,50.86,0.22,1.55,98.23
Talon Knife,Case Hardened,376,1.2,14.65,84.15,8.89,7.39,83.72
Talon Knife,Case Hardened,503,18.52,12.04,69.45,39.24,4.9,55.86
Talon Knife,Case Hardened,75,2.78,3.59,93.62,62.36,16.53,21.11
Talon Knife,Case Hardened,144,0.0,0.27,99.73,57.88,7.93,34.2
Talon Knife,Case Hardened,396,34.86,15.58,49.56,0.68,0.71,98.61
Talon Knife,Case Hardened,805,0.68,3.21,96.1,91.67,4.82,3.51
Talon Knife,Case Hardened,544,6.64,12.48,80.88,0.59,2.17,97.24
Talon Knife,Case Hardened,276,7.26,5.85,86.89,43.36,22.31,34.33
Talon Knife,Case Hardened,995,1.25,2.24,96.52,44.52,18.06,37.41
Talon Knife,Case Hardened,347,3.45,38.45,58.1,71.73,6.18,22.09
Talon Knife,Case Hardened,143,1.34,8.07,90.59,10.46,10.6,78.94
Talon Knife,Case Hardened,514,6.98,5.71,87.32,0.02,2.12,97.86
Talon Knife,Case Hardened,917,75.46,0.29,24.25,58.98,9.54,31.48
Talon Knife,Case Hardened,176,14.55,14.53,70.92,81.68,5.92,12.4
Talon Knife,Case Hardened,854,2.49,2.58,94.94,34.44,10.19,55.37
Talon Knife,Case Hardened,864,0.11,0.14,99.75,37.89,12.71,49.41
Talon Knife,Case Hardened,343,6.22,2.18,91.6,4.19,2.5,93.3
Talon Knife,Case Hardened,108,0.13,3.04,96.84,31.74,3.55,64.72
Talon Knife,Case Hardened,387,100.0,0.0,0.0,0.5,8.4,91.1
Talon Knife,Case Hardened,167,0.67,1.06,98.28,36.2,19.17,44.63
Talon Knife,Case Hardened,582,5.74,13.64,80.62,39.99,16.16,43.85
Talon Knife,Case Hardened,366,43.07,22.5,34.43,0.04,0.54,99.42
Talon Knife,Case Hardened,116,27.51,4.83,67.66,74.55,2.0,23.45
Talon Knife,Case Hardened,423,30.73,15.03,54.24,0.25,4.95,94.8
Talon Knife,Case Hardened,482,11.39,19.93,68.68,2.04,6.47,91.49
Talon Knife,Case Hardened,72,34.18,5.18,60.64,52.41,1.07,46.52
Talon Knife,Case Hardened,204,13.71,1.95,84.34,0.08,0.09,99.83
Talon Knife,Case Hardened,491,0.92,5.21,93.88,68.88,9.25,21.88
Talon Knife,Case Hardened,165,21.24,4.62,74.15,0.82,6.54,92.64
Talon Knife,Case Hardened,773,15.18,6.58,78.24,46.38,17.53,36.09
Talon Knife,Case Hardened,488,39.16,5.73,55.11,62.55,5.41,32.05
Talon Knife,Case Hardened,85,32.87,10.59,56.54,0.12,1.74,98.13
Talon Knife,Case Hardened,914,64.85,8.62,26.53,5.14,2.74,92.12
Talon Knife,Case Hardened,630,8.04,1.1,90.86,13.19,7.9,78.91
Talon Knife,Case Hardened,891,63.87,0.22,35.92,71.6,10.89,17.51
Talon Knife,Case Hardened,302,21.61,11.83,66.56,8.97,2.7,88.33
Talon Knife,Case Hardened,289,0.02,0.08,99.91,40.33,15.46,44.21
Talon Knife,Case Hardened,58,2.32,1.09,96.6,59.88,9.32,30.8
Talon Knife,Case Hardened,671,0.05,2.72,97.23,38.66,4.0,57.33
Talon Knife,Case Hardened,606,14.78,16.85,68.37,50.53,4.7,44.78
Talon Knife,Case Hardened,370,30.28,9.2,60.52,32.91,16.23,50.86
Talon Knife,Case Hardened,203,0.74,4.29,94.97,78.1,3.33,18.57
Talon Knife,Case Hardened,384,14.2,9.05,76.75,1.0,8.51,90.5
Talon Knife,Case Hardened,766,35.81,18.97,45.22,10.69,12.56,76.74
Talon Knife,Case Hardened,786,3.49,4.32,92.19,39.52,19.64,40.83
Talon Knife,Case Hardened,430,26.49,5.57,67.95,15.59,1.42,82.98
Talon Knife,Case Hardened,935,74.99,4.05,20.96,16.23,8.53,75.24
Talon Knife,Case Hardened,291,1.48,5.79,92.73,74.29,9.85,15.86
Talon Knife,Case Hardened,839,26.4,1.3,72.3,0.43,3.15,96.43
Talon Knife,Case Hardened,942,61.44,9.51,29.06,36.6,2.85,60.55
Talon Knife,Case Hardened,613,10.32,29.06,60.62,55.16,14.88,29.96
Talon Knife,Case Hardened,188,0.04,0.12,99.84,69.89,6.64,23.46
Talon Knife,Case Hardened,39,19.52,19.15,61.33,40.81,4.67,54.52
Talon Knife,Case Hardened,47,2.39,0.75,96.86,35.48,8.45,56.07
Talon Knife,Case Hardened,577,11.93,5.46,82.61,39.58,11.23,49.19
Talon Knife,Case Hardened,92,82.96,7.93,9.11,0.13,0.12,99.75
Talon Knife,Case Hardened,799,4.03,5.17,90.79,11.52,7.91,80.56
Talon Knife,Case Hardened,121,0.12,3.45,96.44,0.54,0.79,98.66
Talon Knife,Case Hardened,8,20.5,15.76,63.74,57.03,9.39,33.58
Talon Knife,Case Hardened,952,3.62,2.98,93.39,47.31,11.07,41.62
Talon Knife,Case Hardened,313,18.58,27.95,53.47,68.69,10.64,20.67
Talon Knife,Case Hardened,520,12.96,22.02,65.02,43.36,12.19,44.45
Talon Knife,Case Hardened,599,1.21,2.75,96.03,70.26,7.23,22.51
Talon Knife,Case Hardened,79,10.82,8.24,80.93,41.42,21.09,37.49
Talon Knife,Case Hardened,835,2.27,3.29,94.44,64.04,6.51,29.46
Talon Knife,Case Hardened,541,78.84,11.53,9.63,24.85,25.36,49.79
Talon Knife,Case Hardened,70,0.28,0.03,99.68,75.67,11.03,13.29
Talon Knife,Case Hardened,602,0.68,5.76,93.56,90.21,2.6,7.19
Talon Knife,Case Hardened,332,52.29,16.93,30.78,43.08,28.68,28.24
Talon Knife,Case Hardened,621,4.98,3.39,91.62,76.83,8.57,14.6
Talon Knife,Case Hardened,879,5.69,7.47,86.84,1.32,0.75,97.93
Talon Knife,Case Hardened,293,5.71,13.06,81.24,71.71,6.37,21.92
Talon Knife,Case Hardened,682,40.35,13.51,46.14,1.93,0.63,97.43
Talon Knife,Case Hardened,774,22.56,21.23,56.21,39.89,8.53,51.58
Talon Knife,Case Hardened,711,81.44,7.41,11.15,0.41,1.45,98.15
Talon Knife,Case Hardened,960,11.11,16.71,72.19,76.38,5.59,18.03
Talon Knife,Case Hardened,266,8.17,7.97,83.86,46.35,25.02,28.63
Talon Knife,Case Hardened,757,7.07,4.98,87.95,0.03,0.11,99.86
Talon Knife,Case Hardened,781,2.33,4.08,93.58,30.15,15.06,54.79
Talon Knife,Case Hardened,99,0.28,5.2,94.52,38.92,25.58,35.5
Talon Knife,Case Hardened,10,36.5,12.06,51.45,95.06,2.45,2.49
Talon Knife,Case Hardened,658,0.24,4.44,95.32,67.91,11.88,20.2
Talon Knife,Case Hardened,873,10.36,24.65,64.99,93.13,3.25,3.62
Talon Knife,Case Hardened,895,0.0,0.0,100.0,0.08,0.04,99.88
Talon Knife,Case Hardened,216,82.97,4.25,12.78,0.34,10.98,88.69
Talon Knife,Case Hardened,739,5.17,4.16,90.67,24.89,10.2,64.91
Talon Knife,Case Hardened,334,16.8,8.37,74.83,40.58,14.13,45.29
Talon Knife,Case Hardened,426,83.4,8.36,8.24,0.63,1.47,97.9
Talon Knife,Case Hardened,866,17.09,20.28,62.63,83.1,6.79,10.11
Talon Knife,Case Hardened,901,31.58,18.72,49.7,34.05,7.0,58.95
Talon Knife,Case Hardened,710,4.16,0.83,95.02,3.33,7.04,89.63
Talon Knife,Case Hardened,775,83.45,3.88,12.67,0.09,0.15,99.76
Talon Knife,Case Hardened,605,79.23,9.99,10.78,0.58,14.35,85.08
Talon Knife,Case Hardened,66,9.76,6.58,83.66,12.86,4.26,82.88
Talon Knife,Case Hardened,701,3.38,12.4,84.21,10.69,7.38,81.92
Talon Knife,Case Hardened,32,81.91,7.38,10.71,29.95,19.87,50.18
Talon Knife,Case Hardened,807,0.69,5.45,93.86,67.36,3.69,28.95
Talon Knife,Case Hardened,340,1.91,1.98,96.11,34.92,12.73,52.36
Talon Knife,Case Hardened,819,33.73,16.17,50.1,92.95,2.71,4.34
Talon Knife,Case Hardened,209,8.99,17.78,73.23,5.81,12.61,81.58
Talon Knife,Case Hardened,950,76.63,4.08,19.29,0.68,0.82,98.5
Talon Knife,Case Hardened,997,4.15,6.8,89.05,0.23,0.2,99.57
Talon Knife,Case Hardened,444,20.68,9.02,70.3,39.8,16.65,43.55
Talon Knife,Case Hardened,218,0.06,0.59,99.35,42.45,5.35,52.19
Talon Knife,Case Hardened,90,5.12,9.18,85.7,17.28,12.02,70.7
Talon Knife,Case Hardened,506,0.17,1.78,98.05,87.88,6.02,6.1
Talon Knife,Case Hardened,445,6.77,13.76,79.47,12.7,7.23,80.07
Talon Knife,Case Hardened,305,13.89,11.77,74.33,4.63,9.07,86.3
Talon Knife,Case Hardened,429,73.25,3.05,23.7,23.86,15.5,60.63
Talon Knife,Case Hardened,478,18.84,16.18,64.97,1.12,1.13,97.75
Talon Knife,Case Hardened,918,19.38,6.54,74.09,26.0,11.61,62.4
Talon Knife,Case Hardened,469,0.0,5.79,94.21,12.7,9.96,77.35
Talon Knife,Case Hardened,806,13.67,22.69,63.64,30.33,14.07,55.6
Talon Knife,Case Hardened,941,0.09,0.04,99.87,70.61,6.26,23.13
Talon Knife,Case Hardened,707,5.6,24.47,69.93,81.29,4.28,14.43
Talon Knife,Case Hardened,287,7.27,12.67,80.05,0.13,0.2,99.67
Talon Knife,Case Hardened,510,65.31,6.22,28.48,23.77,5.14,71.09
Talon Knife,Case Hardened,966,39.35,34.24,26.4,13.85,11.02,75.13
Talon Knife,Case Hardened,633,17.29,11.51,71.19,59.19,4.51,36.29
Talon Knife,Case Hardened,187,6.96,6.53,86.5,5.59,5.33,89.08
Talon Knife,Case Hardened,46,7.45,25.65,66.9,75.41,10.48,14.11
Talon Knife,Case Hardened,365,30.15,22.4,47.45,84.05,5.11,10.84
Talon Knife,Case Hardened,570,16.59,5.77,77.64,76.15,0.57,23.27
Talon Knife,Case Hardened,280,0.53,1.41,98.06,40.39,2.04,57.57
Talon Knife,Case Hardened,114,12.96,8.06,78.98,83.23,5.29,11.47
Talon Knife,Case Hardened,640,34.71,10.54,54.75,50.86,5.39,43.75
Talon Knife,Case Hardened,910,13.76,10.45,75.79,22.52,10.33,67.15
Talon Knife,Case Hardened,84,0.28,0.43,99.28,42.48,7.44,50.08
Talon Knife,Case Hardened,696,22.46,17.25,60.28,36.35,12.11,51.54
Talon Knife,Case Hardened,277,0.37,3.25,96.38,4.23,3.75,92.03
Talon Knife,Case Hardened,140,3.54,2.02,94.43,34.13,11.13,54.74
Talon Knife,Case Hardened,842,84.89,8.77,6.34,14.29,17.83,67.88
Talon Knife,Case Hardened,318,6.57,4.39,89.04,11.48,10.05,78.47
Talon Knife,Case Hardened,181,1.48,5.26,93.26,39.12,19.14,41.74
Talon Knife,Case Hardened,234,17.41,8.74,73.85,0.12,2.01,97.87
Talon Knife,Case Hardened,215,31.92,22.83,45.25,23.08,12.24,64.68
Talon Knife,Case Hardened,166,24.8,18.63,56.57,25.14,11.63,63.23
Talon Knife,Case Hardened,80,3.16,6.03,90.81,86.87,3.84,9.29
Talon Knife,Case Hardened,68,54.79,16.89,28.32,4.31,22.02,73.68
Talon Knife,Case Hardened,527,9.71,14.4,75.89,5.62,11.67,82.71
Talon Knife,Case Hardened,95,40.26,9.54,50.2,71.47,9.58,18.95
Talon Knife,Case Hardened,7,27.95,25.94,46.11,0.04,0.09,99.87
Talon Knife,Case Hardened,69,2.47,1.31,96.23,0.02,0.11,99.87
Talon Knife,Case Hardened,933,16.64,10.22,73.13,50.05,2.12,47.83
Talon Knife,Case Hardened,74,99.91,0.09,0.0,7.61,7.2,85.2
Talon Knife,Case Hardened,59,4.15,2.7,93.15,41.59,5.37,53.05
Talon Knife,Case Hardened,580,65.26,4.18,30.56,16.09,13.87,70.04
Talon Knife,Case Hardened,130,66.9,2.21,30.88,72.67,8.27,19.06
Talon Knife,Case Hardened,702,0.44,0.03,99.53,47.04,4.35,48.61
Talon Knife,Case Hardened,174,13.09,18.43,68.48,2.18,10.96,86.85
Talon Knife,Case Hardened,344,54.62,13.19,32.19,28.12,13.1,58.78
Talon Knife,Case Hardened,607,5.26,4.75,89.99,56.68,11.33,32.0
Talon Knife,Case Hardened,339,1.46,2.29,96.25,33.62,20.42,45.96
Talon Knife,Case Hardened,845,0.81,4.86,94.33,35.8,2.94,61.25
Talon Knife,Case Hardened,408,14.98,13.16,71.86,1.23,1.33,97.45
Talon Knife,Case Hardened,883,28.4,10.29,61.31,72.31,7.86,19.82
Talon Knife,Case Hardened,64,0.09,0.05,99.86,5.62,10.63,83.75
Talon Knife,Case Hardened,834,17.42,11.5,71.07,0.03,0.02,99.95
Talon Knife,Case Hardened,738,19.61,10.37,70.02,40.13,16.9,42.97
Talon Knife,Case Hardened,33,6.99,2.83,90.18,39.6,15.31,45.08
Talon Knife,Case Hardened,568,1.86,0.52,97.62,50.72,7.42,41.86
Talon Knife,Case Hardened,411,0.65,0.6,98.75,78.34,10.04,11.62
Talon Knife,Case Hardened,372,0.49,0.08,99.43,43.53,8.31,48.16
Talon Knife,Case Hardened,331,10.68,16.07,73.25,32.88,8.59,58.53
Talon Knife,Case Hardened,673,16.32,7.69,76.0,33.16,27.54,39.3
Talon Knife,Case Hardened,657,30.67,5.35,63.98,79.55,1.61,18.84
Talon Knife,Case Hardened,159,8.9,0.44,90.66,0.0,0.03,99.97
Talon Knife,Case Hardened,374,27.22,5.89,66.9,78.99,6.28,14.73
Talon Knife,Case Hardened,189,69.18,4.07,26.74,0.32,1.41,98.27
Talon Knife,Case Hardened,516,0.05,0.07,99.88,65.42,4.9,29.68
Talon Knife,Case Hardened,802,0.09,0.36,99.55,0.01,1.25,98.74
Talon Knife,Case Hardened,468,51.75,2.58,45.68,77.68,6.28,16.04
Talon Knife,Case Hardened,294,0.07,0.33,99.6,48.66,19.04,32.3
Talon Knife,Case Hardened,815,0.01,0.36,99.64,73.08,14.43,12.48
Talon Knife,Case Hardened,948,30.17,21.43,48.4,44.68,16.29,39.03
Talon Knife,Case Hardened,473,0.16,0.81,99.03,74.1,5.22,20.68
Talon Knife,Case Hardened,299,7.55,9.26,83.2,84.08,2.68,13.24
Talon Knife,Case Hardened,3,2.8,1.28,95.92,95.19,1.7,3.11
Talon Knife,Case Hardened,119,0.17,0.06,99.76,0.02,0.08,99.9
Talon Knife,Case Hardened,147,80.11,1.74,18.15,15.54,12.34,72.12
Talon Knife,Case Hardened,618,25.03,15.32,59.65,62.3,4.87,32.83
Talon Knife,Case Hardened,87,38.58,7.07,54.35,15.36,6.31,78.33
Talon Knife,Case Hardened,596,6.6,4.99,88.42,48.34,16.7,34.96
Talon Knife,Case Hardened,146,37.58,13.31,49.11,0.02,0.04,99.94
Talon Knife,Case Hardened,533,16.92,24.55,58.53,64.87,0.52,34.61
Talon Knife,Case Hardened,562,0.34,0.33,99.33,42.21,14.11,43.68
Talon Knife,Case Hardened,260,7.51,17.43,75.06,2.75,3.83,93.42
Talon Knife,Case Hardened,789,4.85,16.21,78.93,50.7,15.42,33.88
Talon Knife,Case Hardened,603,16.53,23.07,60.4,46.18,20.29,33.54
Talon Knife,Case Hardened,259,60.52,18.78,20.7,5.23,17.25,77.52
Talon Knife,Case Hardened,555,49.85,6.49,43.66,18.45,9.18,72.38
Talon Knife,Case Hardened,977,11.0,21.96,67.04,0.48,1.91,97.61
Talon Knife,Case Hardened,953,55.92,28.12,15.96,0.88,1.39,97.74
Talon Knife,Case Hardened,547,15.89,12.05,72.06,52.47,1.19,46.35
Talon Knife,Case Hardened,451,0.26,2.5,97.24,2.37,8.05,89.59
Talon Knife,Case Hardened,669,28.7,32.74,38.56,70.37,8.08,21.55
Talon Knife,Case Hardened,76,10.01,8.6,81.4,72.65,7.3,20.04
Talon Knife,Case Hardened,51,15.49,1.88,82.63,6.68,4.5,88.82
Talon Knife,Case Hardened,625,46.99,18.61,34.4,9.12,13.92,76.96
Talon Knife,Case Hardened,245,4.34,1.13,94.53,22.44,13.87,63.69
Talon Knife,Case Hardened,507,61.05,0.19,38.76,54.11,5.56,40.33
Talon Knife,Case Hardened,856,72.6,20.19,7.21,4.86,6.44,88.7
